Source,GoogleTranslate,human1,human2
浮かば波の上、,"On the floating waves,",But in spring waters there’s no pain Afloat on waves . . .,"Buoyed by waves or lying in the deep,"
「狂印と云う女は聞いた事がない」,"""I've never heard of a woman called a mad seal.""",“I haven’t heard of any loony woman.”,"'I've never heard of a woman called ""Nut-case"".'"
「ええ、ちっと変ってます」,"""Yes, it's changed a little.""","“Yes, I suppose I am a little.”","'What a strange person you are to be sure.' 'Yes, I suppose I am a little odd.'"
了念は余の顔を見て、ちょっと笑った。和尚は鳩の眼が夜でも見えると思うているらしい。気楽なものだ。,I saw my face and laughed a little. Osho thinks that the pigeon's eyes can be seen even at night. It's easy.,Ryonen looks at me with a hint of a smile. The abbot appears to think pigeons can see in the dark. What a happy innocence.,Ryonen looked at my face and smiled slightly. The abbot seemed to think that the pigeons would be able to see in the dark. He was an optimist.
「いいえ、流儀も何もありゃしません。御厭なら飲まなくってもいい御茶です」,"""No, I don't have any style. It's a tea that you don't have to drink if you don't mind.""","“No, there’s no ceremony about it at all. It’s the kind of tea you don’t have to drink if you don’t want to.”","I asked. 'Oh no, this is tea without any ceremony. You need not even drink it if you do not want to.'"
障子をあけた時にはそんな事には気がつかなかった。あの声はと、耳の走る見当を見破ると――向うにいた。花ならば海棠かと思わるる幹を背に、よそよそしくも月の光りを忍んで朦朧たる影法師がいた。あれかと思う意識さえ、確とは心にうつらぬ間に、黒いものは花の影を踏み砕いて右へ切れた。わがいる部屋つづきの棟の角が、すらりと動く、背の高い女姿を、すぐに遮ってしまう。,"I didn't notice such a thing when I opened the shoji. That voice, when I saw the idea of running my ears-was over there. With a trunk that seems to be a sea basin if it is a flower, there was a shadow master who was dimly sneaking in the light of the moon. Even the consciousness that I thought was uncertain, the black one trampled the shadow of the flower and cut to the right. The corner of the ridge that continues to my room immediately blocks the slender figure of a tall woman.","When I first slide open the paper doors, I notice none of this. Where is that voice? My eyes seek the place where my eager ears have already guessed the answer lies—and there it stands, a vague shadowy shape withdrawn from the moonlight, its back to the trunk of what, judging from the blossoms, might be an aronia tree. Before I have even an instant to try to comprehend what it is, the black shape turns and moves off to the right, trampling the shadow of the blossoms as it goes. Then a tall woman’s form slides fluidly around the corner, and the edge of the building that my own room is part of hides her instantly from sight.","I did not of course notice such things as these immediately upon opening the shōji. I peered straight ahead of me in the direction from which my probing ear told me the voice was coming. There reclining against the trunk of what, judging by the blossoms, I took to be an aronia, was a dim shadow which appeared to shun all contact with the moonlight. I had my wits about me sufficiently to notice this, but before it could really register properly, the black shape moved sharply away to the right, crushing the shadows of blossom underfoot as it went. I had a fleeting glimpse of the tall smoothly gliding figure of a woman, before she was hidden from view by an angle of the overhanging roof."
「そうかな」,"""I do not think so""",“Is that so?”,"You just wouldn't find it interesting, that's all.' 'Perhaps you're right.'"
「随分遠方から来たもんですね。それで、どこへ行くんですか」,"""You came from a long distance. So where are you going?""",“That’s a long way. And where is he going?”,'That's quite a way. And where is he off to?'
ええの二字では少し物足らなかったが、その上掘って聞く必要もないから控えた。障子を見ると、蘭の影が少し位置を変えている。,"Yes, the two letters were a little unsatisfactory, but I didn't have to dig up and listen to them. Looking at the shoji, the shadow of the orchid has changed its position a little.","This monosyllable isn’t an entirely satisfactory response, but there seems no need to delve further, so I hold my tongue. Glancing at the papered window, I register that the shadow of the aspidistra has shifted.","Although I felt this monosyllable to be scarcely an adequate answer, I had no reason to pry into his affairs, so I let the matter rest. I looked at the shoji and noticed that the 'haran' leaves had moved."
放心と無邪気とは余裕を示す。余裕は画において、詩において、もしくは文章において、必須の条件である。今代芸術の一大弊竇は、いわゆる文明の潮流が、いたずらに芸術の士を駆って、拘々として随処に齷齪たらしむるにある。裸体画はその好例であろう。都会に芸妓と云うものがある。色を売りて、人に媚びるを商売にしている。彼らは嫖客に対する時、わが容姿のいかに相手の瞳子に映ずるかを顧慮するのほか、何らの表情をも発揮し得ぬ。年々に見るサロンの目録はこの芸妓に似たる裸体美人を以て充満している。彼らは一秒時も、わが裸体なるを忘るる能わざるのみならず、全身の筋肉をむずつかして、わが裸体なるを観者に示さんと力めている。,"Absent-mindedness and innocence show a margin. Margin is an essential condition in painting, poetry, or writing. One of the major mischiefs of modern art is that the so-called trend of civilization unnecessarily drives an art scholar and sneaks everywhere. Nude painting is a good example. There is something called a geisha in the city. It sells colors and makes it a business to flirt with people. In addition to paying attention to how my appearance is reflected in the other person's pupils, they cannot show any facial expressions when dealing with clients. The annual list of salons is filled with nude beauties that resemble this geisha. Not only are they able to forget about my nakedness for a second, but they also squeeze the muscles of their whole body to show their nakedness to the viewer.","Reverie and innocence signify composure of mind, which is a necessary condition for painting, poetry, and indeed literature in general. The greatest evil in our present age of art is that the tide of civilization has swept artists along on its crest, goading them to an incessant state of pettiness and fussiness. The nude in art is a good example. The city has what are known as geisha, who trade in the art of flirtation and the erotic. In their dealings with the client, their only expressions are those calculated to make themselves appear as attractive as possible to him. Year after year the catalogs of our galleries are filled with nude beauties who resemble these geisha. Never for an instant do they forget their nakedness; indeed, their flesh squirms with the effort to display it to the viewer.","From Perfection there is only one road—down.' Placidity and simplicity both indicate the presence of that underlying depth which is an indispensible ingredient of art and literature. The shortcomings of modern art may be attributed to the way in which the so-called tide of civilisation is indiscriminately sweeping aside the 'old guard' in its impatient haste to advance. Nude paintings provide a good example of this. In the cities we have Geisha, those women who trade on their physical charms, and to whom the art of flattery is a means of earning a living. When they are with a 'client', their sole expression is one of anxiously trying to impress him with their appearance. The nude beauties who fill the perennial salon catalogues to overflowing are similar to these Geisha. Not only are they unable to forget their own nakedness, but they use to the uttermost every muscle in their bodies to make the viewer aware of it."
「いつか御邪魔に上ってもいいですか」,"""Can I get in the way someday?""",“Could I come for a visit sometime?”,'May I really come up and visit you sometime?'
